0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
0.990028 0.970083 0.950138 0.930193 0.910247 0.8903 0.870351 0.850402 0.83045 0.810497 0.790542 0.770585 0.750625 0.730663 0.710699 0.690732 0.670761 0.650788 0.630812 0.610832 0.590849 0.570863 0.550874 0.530881 0.510884 0.490884 0.470881 0.450874 0.430863 0.410849 0.390832 0.370812 0.350788 0.330761 0.310732 0.290699 0.270663 0.250625 0.230585 0.210542 0.190497 0.17045 0.150402 0.130351 0.1103 0.0902468 0.0701929 0.0501384 0.0300832 0.0100278
